_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_,COUNT_CLEARED
28554,2023,D32,Crimes Against Property,Auto Theft,26,1
28555,2015,D43,Crimes Against Property,Break & Enter-House,26,6
28556,2020,D11,Crimes Against Property,Other,1,1
28557,2016,D55,Crimes Against the Person,Attempt Murder,1,1
28558,2019,D55,Other Criminal Code Violations,Other,23,23
28559,2022,D51,Other Criminal Code Violations,Other,1,1
28560,2017,D13,Controlled Drugs and Substances Act,Other,44,42
28561,2015,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
28562,2021,D32,Controlled Drugs and Substances Act,Other,1,1
28563,2018,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
28564,2021,D43,Controlled Drugs and Substances Act,Other,19,17
28565,2017,D23,Crimes Against Property,Theft Over $5000,1,1
28566,2015,D41,Crimes Against the Person,Sexual Violation,3,1
28567,2014,D12,Controlled Drugs and Substances Act,Other,42,41
28568,2015,D42,Crimes Against Property,Fraud,69,27
28569,2019,D12,Crimes Against Property,Fraud,14,2
28570,2023,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,2
28571,2021,D33,Crimes Against Property,Auto Theft,33,1
28572,2020,D14,Crimes Against Property,Other,99,30
28573,2015,D52,Other Criminal Code Violations,Other,34,24
28574,2020,D52,Crimes Against the Person,Assault,105,65
28575,2017,D23,Other Federal Statute Violations,Other,1,1
28576,2023,D22,Crimes Against Property,Other,51,13
28577,2018,D22,Crimes Against Property,Break & Enter-House,12,4
28578,2014,D51,Criminal Code Traffic,Other,3,3
28579,2020,D22,Crimes Against the Person,Robbery-Other,15,6
28580,2017,D33,Crimes Against the Person,Other,16,13
28581,2021,D42,Crimes Against Property,Theft Under $5000,59,4
28582,2020,D11,Criminal Code Traffic,Other,1,1
28583,2021,D32,Other Criminal Code Violations,Other,30,25
28584,2019,D52,Other Criminal Code Violations,Other,39,32
28585,2023,D13,Crimes Against Property,Theft Under $5000,106,11
28586,2023,D52,Crimes Against Property,Theft Under $5000,15,1
28587,2017,D55,Crimes Against Property,Other,29,8
28588,2020,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,4
28589,2023,D52,Crimes Against Property,Other,32,20
28590,2022,D43,Crimes Against the Person,Robbery-Other,17,6
28591,2014,D32,Crimes Against the Person,Attempt Murder,4,4
28592,2023,D53,Crimes Against the Person,Attempt Murder,1,1
28593,2018,D32,Crimes Against Property,Break & Enter-Commercial,1,1
28594,2023,D41,Criminal Code Traffic,Other,12,12
28595,2021,D53,Crimes Against Property,Break & Enter-Apartment,3,2
28596,2023,D13,Crimes Against Property,Break & Enter-House,2,1
28597,2021,D52,Crimes Against the Person,Other,24,16
28598,2016,D13,Controlled Drugs and Substances Act,Other,2,2
28599,2019,D33,Crimes Against Property,Auto Theft,41,10
28600,2022,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2
28601,2021,D41,Crimes Against Property,Break & Enter-Other,2,1
28602,2015,D51,Other Federal Statute Violations,Other,6,6
28603,2023,D55,Crimes Against the Person,Assault,111,80
28604,2014,D12,Crimes Against Property,Break & Enter-Apartment,5,4
28605,2022,D11,Crimes Against Property,Auto Theft,38,3
28606,2021,D13,Crimes Against the Person,Other,8,5
28607,2015,D42,Crimes Against Property,Theft Over $5000,7,2
28608,2018,D33,Crimes Against Property,Break & Enter-House,17,2
28609,2022,D31,Crimes Against the Person,Other,42,32
28610,2023,D52,Crimes Against Property,Break & Enter-Apartment,4,2
28611,2015,D55,Crimes Against Property,Break & Enter-Apartment,3,2
28612,2014,D43,Crimes Against Property,Other,22,13
28613,2014,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1
28614,2016,D14,Crimes Against the Person,Attempt Murder,1,1
28615,2021,D43,Crimes Against the Person,Other,1,1
28616,2018,D33,Controlled Drugs and Substances Act,Other,1,1
28617,2023,D11,Other Criminal Code Violations,Other,8,6
28618,2014,D12,Crimes Against Property,Break & Enter-House,12,5
28619,2017,D22,Crimes Against Property,Fraud,33,2
28620,2017,D12,Crimes Against the Person,Assault,1,1
28621,2016,D13,Crimes Against Property,Break & Enter-House,17,2
28622,2020,D12,Criminal Code Traffic,Other,13,11
28623,2022,D43,Crimes Against Property,Break & Enter-Apartment,9,7
28624,2021,D55,Crimes Against the Person,Sexual Violation,3,2
28625,2018,D14,Crimes Against the Person,Robbery-Financial,1,1
28626,2017,D53,Crimes Against Property,Auto Theft,2,1
28627,2020,D55,Crimes Against Property,Theft Under $5000,3,1
28628,2021,D42,Other Criminal Code Violations,Other,35,25
28629,2019,D53,Other Criminal Code Violations,Other,6,4
28630,2014,D11,Crimes Against Property,Break & Enter-Apartment,12,6
28631,2019,D43,Crimes Against Property,Break & Enter-House,11,3
28632,2014,D13,Crimes Against Property,Break & Enter-Other,1,1
28633,2022,D11,Crimes Against Property,Auto Theft,30,3
28634,2022,D14,Crimes Against Property,Theft Over $5000,10,2
28635,2022,D53,Other Criminal Code Violations,Other,14,10
28636,2023,D53,Crimes Against the Person,Other,2,2
28637,2016,D31,Crimes Against Property,Auto Theft,29,3
28638,2018,D11,Crimes Against the Person,Robbery-Other,8,2
28639,2019,D52,Crimes Against Property,Auto Theft,3,1
28640,2022,D22,Crimes Against Property,Theft Under $5000,173,31
28641,2020,D32,Crimes Against Property,Break & Enter-House,6,1
28642,2023,D52,Crimes Against Property,Other,138,36
28643,2014,D52,Other Criminal Code Violations,Other,101,95
28644,2014,D32,Crimes Against Property,Other,70,24
28645,2015,D33,Controlled Drugs and Substances Act,Other,1,1
28646,2019,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
28647,2014,D33,Crimes Against the Person,Assault,98,66
28648,2018,D33,Crimes Against the Person,Other,2,1
28649,2014,D11,Crimes Against the Person,Sexual Violation,10,4
28650,2018,D32,Crimes Against Property,Break & Enter-House,5,1
28651,2023,D53,Crimes Against Property,Auto Theft,18,2
28652,2023,D41,Crimes Against the Person,Assault,53,40
28653,2018,D41,Crimes Against the Person,Sexual Violation,1,1
28654,2018,D31,Crimes Against the Person,Sexual Violation,15,11
28655,2022,D14,Crimes Against Property,Break & Enter-Commercial,10,3
28656,2019,D23,Crimes Against Property,Break & Enter-Apartment,1,1
28657,2019,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,2
28658,2019,D32,Crimes Against the Person,Robbery-Financial,1,1
28659,2023,D55,Crimes Against the Person,Sexual Violation,13,5
28660,2023,D43,Crimes Against Property,Break & Enter-House,19,8
28661,2017,D42,Crimes Against Property,Theft Under $5000,182,23
28662,2023,D53,Other Criminal Code Violations,Other,4,1
28663,2019,D22,Crimes Against Property,Other,40,18
28664,2021,D51,Other Criminal Code Violations,Other,1,1
28665,2020,D32,Other Criminal Code Violations,Other,48,40
28666,2015,D31,Crimes Against Property,Break & Enter-House,13,2
28667,2016,D11,Crimes Against the Person,Robbery-Financial,2,2
28668,2021,D11,Controlled Drugs and Substances Act,Other,5,3
28669,2020,D43,Crimes Against Property,Break & Enter-Commercial,22,13
28670,2020,D14,Crimes Against Property,Theft Over $5000,3,1
28671,2016,D55,Other Federal Statute Violations,Other,2,2
28672,2018,D22,Crimes Against Property,Break & Enter-Commercial,17,7
28673,2023,D43,Crimes Against the Person,Robbery-Other,7,5
28674,2016,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5
28675,2023,D22,Crimes Against Property,Auto Theft,78,5
28676,2018,D42,Crimes Against Property,Break & Enter-Apartment,5,2
28677,2021,D33,Controlled Drugs and Substances Act,Other,14,10
28678,2023,D22,Other Criminal Code Violations,Other,15,8
28679,2019,D43,Crimes Against the Person,Assault,189,144
28680,2023,D14,Crimes Against the Person,Robbery-Other,6,2
28681,2018,D12,Other Criminal Code Violations,Other,68,66
28682,2023,D51,Crimes Against Property,Break & Enter-House,7,2
28683,2022,D53,Crimes Against the Person,Other,19,8
28684,2017,D41,Criminal Code Traffic,Other,6,6
28685,2015,D55,Crimes Against Property,Other,62,17
28686,2017,D43,Criminal Code Traffic,Other,3,3
28687,2017,D41,Crimes Against Property,Fraud,35,5
28688,2021,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,9
28689,2016,D14,Crimes Against Property,Break & Enter-Commercial,7,2
28690,2020,D52,Crimes Against the Person,Other,22,11
28691,2020,D13,Criminal Code Traffic,Other,10,9
28692,2021,D12,Crimes Against the Person,Assault,17,5
28693,2020,D23,Controlled Drugs and Substances Act,Other,1,1
28694,2018,D41,Crimes Against the Person,Robbery-Financial,1,1
28695,2020,D33,Crimes Against the Person,Other,9,6
28696,2016,D11,Crimes Against Property,Other,101,32
28697,2017,D23,Criminal Code Traffic,Other,4,4
28698,2021,D53,Crimes Against Property,Other,176,38
28699,2016,D13,Crimes Against the Person,Other,8,6
28700,2018,D42,Crimes Against Property,Break & Enter-Commercial,10,4
28701,2020,D33,Crimes Against the Person,Robbery-Other,15,3
28702,2014,D52,Crimes Against the Person,Assault,1,1
28703,2023,D13,Crimes Against Property,Break & Enter-Commercial,8,1
28704,2022,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,4
28705,2022,D23,Criminal Code Traffic,Other,2,2
28706,2021,D55,Crimes Against the Person,Assault,49,22
28707,2018,D22,Controlled Drugs and Substances Act,Other,8,8
28708,2020,D14,Crimes Against Property,Other,91,27
28709,2019,D52,Crimes Against Property,Fraud,129,10
28710,2020,D55,Crimes Against Property,Break & Enter-Apartment,4,1
28711,2023,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,6
28712,2014,D51,Crimes Against Property,Break & Enter-Commercial,12,7
28713,2020,D33,Crimes Against the Person,Sexual Violation,8,4
28714,2019,D13,Crimes Against the Person,Robbery-Other,16,8
28715,2019,D53,Crimes Against Property,Theft Over $5000,5,2
28716,2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,5
28717,2022,D51,Criminal Code Traffic,Other,32,26
28718,2018,D41,Crimes Against the Person,Robbery-Other,5,3
28719,2022,D32,Crimes Against the Person,Sexual Violation,8,1
28720,2014,D43,Crimes Against Property,Auto Theft,8,1
28721,2016,D32,Crimes Against Property,Break & Enter-House,45,1
28722,2020,D22,Other Criminal Code Violations,Other,85,67
28723,2020,D13,Crimes Against Property,Theft Under $5000,142,10
28724,2022,D12,Crimes Against Property,Other,125,40
28725,2022,D41,Crimes Against Property,Fraud,97,11
28726,2014,D55,Crimes Against Property,Theft Under $5000,209,76
28727,2021,D33,Criminal Code Traffic,Other,10,7
28728,2019,D14,Crimes Against Property,Auto Theft,10,2
28729,2015,D41,Crimes Against Property,Theft Over $5000,10,1
28730,2014,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
28731,2023,D51,Other Criminal Code Violations,Other,670,603
28732,2018,D43,Other Criminal Code Violations,Other,171,154
28733,2017,D51,Crimes Against the Person,Assault,90,59
28734,2017,D23,Crimes Against the Person,Assault,245,150
28735,2014,D41,Crimes Against Property,Fraud,34,7
28736,2021,D14,Crimes Against the Person,Other,26,11
28737,2018,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,43,32
28738,2022,D51,Crimes Against Property,Break & Enter-Commercial,25,10
28739,2022,D33,Crimes Against Property,Other,42,4
28740,2020,D13,Crimes Against the Person,Robbery-Other,3,1
28741,2017,D23,Crimes Against the Person,Sexual Violation,4,2
28742,2017,D32,Crimes Against Property,Theft Over $5000,14,2
28743,2016,D53,Crimes Against Property,Theft Under $5000,12,2
28744,2014,D55,Controlled Drugs and Substances Act,Other,37,35
28745,2015,D55,Crimes Against the Person,Sexual Violation,4,1
28746,2015,D42,Controlled Drugs and Substances Act,Other,6,6
28747,2014,D43,Other Criminal Code Violations,Other,49,48
28748,2015,D32,Crimes Against Property,Break & Enter-House,43,1
28749,2019,D42,Other Criminal Code Violations,Other,47,42
28750,2019,D52,Crimes Against the Person,Robbery-Other,6,1
28751,2019,D43,Criminal Code Traffic,Other,9,8
28752,2019,D41,Crimes Against the Person,Attempt Murder,1,1
28753,2017,D12,Crimes Against the Person,Assault,12,7
28754,2022,D42,Crimes Against the Person,Other,5,4
28755,2020,D32,Crimes Against the Person,Assault,156,79
28756,2021,D22,Crimes Against Property,Auto Theft,16,1
28757,2019,D13,Crimes Against Property,Theft Under $5000,57,4
28758,2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,23,23
28759,2023,D42,Crimes Against the Person,Assault,65,49
28760,2023,D52,Crimes Against Property,Break & Enter-Commercial,34,10
28761,2023,D32,Crimes Against Property,Theft Under $5000,824,116
28762,2017,D12,Crimes Against Property,Break & Enter-Other,1,1
28763,2018,D55,Crimes Against Property,Fraud,17,4
28764,2022,D12,Crimes Against Property,Auto Theft,36,1
28765,2022,D42,Crimes Against Property,Theft Under $5000,161,11
28766,2022,D12,Criminal Code Traffic,Other,8,8
28767,2015,D22,Other Criminal Code Violations,Other,7,7
28768,2023,D43,Other Criminal Code Violations,Other,34,26
28769,2019,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,4
28770,2017,D32,Crimes Against Property,Theft Under $5000,14,1
28771,2017,D43,Crimes Against the Person,Sexual Violation,20,14
28772,2023,D42,Crimes Against the Person,Robbery-Other,13,1
28773,2019,D14,Crimes Against the Person,Assault,117,81
28774,2018,D32,Crimes Against Property,Other,31,13
28775,2021,D31,Crimes Against the Person,Sexual Violation,3,2
28776,2016,D41,Crimes Against Property,Fraud,23,1
28777,2019,D22,Crimes Against Property,Theft Under $5000,94,14
28778,2017,D14,Controlled Drugs and Substances Act,Other,28,28
28779,2019,NSA,Crimes Against Property,Theft Under $5000,472,106
28780,2014,D32,Crimes Against Property,Theft Over $5000,8,3
28781,2023,D14,Other Federal Statute Violations,Other,1,1
28782,2022,D51,Crimes Against the Person,Sexual Violation,3,1
28783,2021,D52,Controlled Drugs and Substances Act,Other,3,3
28784,2019,D32,Other Criminal Code Violations,Other,45,39
28785,2023,D13,Crimes Against Property,Break & Enter-House,8,3
28786,2018,D31,Other Federal Statute Violations,Other,1,1
28787,2018,D51,Controlled Drugs and Substances Act,Other,2,2
28788,2021,D12,Other Criminal Code Violations,Other,72,59
28789,2021,D22,Crimes Against the Person,Other,6,4
28790,2021,D42,Crimes Against Property,Break & Enter-House,6,3
28791,2015,D33,Crimes Against Property,Other,36,13
28792,2014,D52,Crimes Against the Person,Sexual Violation,1,1
28793,2015,D33,Crimes Against Property,Auto Theft,14,4
28794,2014,D14,Crimes Against Property,Break & Enter-House,5,2
28795,2021,D22,Crimes Against Property,Auto Theft,34,1
28796,2014,D31,Crimes Against the Person,Other,22,12
28797,2021,D33,Crimes Against the Person,Assault,25,12
28798,2016,D14,Other Criminal Code Violations,Other,20,20
28799,2014,D31,Controlled Drugs and Substances Act,Other,64,61
28800,2019,D52,Crimes Against the Person,Assault,79,52
28801,2022,D33,Crimes Against the Person,Other,15,8
28802,2016,D31,Crimes Against the Person,Other,46,32
28803,2014,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,10
28804,2022,D14,Crimes Against the Person,Other,16,11
28805,2023,D51,Crimes Against Property,Break & Enter-Apartment,25,9
28806,2023,D52,Criminal Code Traffic,Other,14,12
28807,2020,D23,Crimes Against Property,Theft Under $5000,6,1
28808,2022,D43,Other Criminal Code Violations,Other,6,6
28809,2023,D43,Crimes Against Property,Theft Over $5000,13,1
28810,2021,D13,Crimes Against the Person,Sexual Violation,7,3
28811,2022,D13,Crimes Against Property,Break & Enter-Other,3,1
28812,2019,D22,Crimes Against Property,Auto Theft,121,12
28813,2017,D32,Crimes Against Property,Break & Enter-House,32,2
28814,2014,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
28815,2020,D12,Controlled Drugs and Substances Act,Other,3,3
28816,2018,D32,Crimes Against the Person,Robbery-Financial,1,1
28817,2016,D55,Crimes Against the Person,Robbery-Other,17,9
28818,2014,D43,Crimes Against Property,Theft Under $5000,60,22
28819,2020,D41,Crimes Against Property,Fraud,18,2
28820,2023,D52,Crimes Against Property,Break & Enter-Other,5,2
28821,2022,D41,Crimes Against Property,Theft Over $5000,7,2
28822,2020,D42,Criminal Code Traffic,Other,6,6
28823,2023,D11,Other Criminal Code Violations,Other,134,128
28824,2017,D52,Crimes Against Property,Break & Enter-Other,7,3
28825,2019,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
28826,2019,D12,Crimes Against Property,Theft Under $5000,335,197
28827,2021,D14,Crimes Against Property,Break & Enter-House,12,4
28828,2019,D51,Crimes Against Property,Other,4,1
28829,2019,D32,Crimes Against Property,Theft Under $5000,73,4
28830,2014,D51,Crimes Against Property,Other,143,66
28831,2020,D41,Crimes Against Property,Other,116,41
28832,2020,D11,Crimes Against Property,Break & Enter-Other,2,1
28833,2021,D13,Other Federal Statute Violations,Other,5,4
28834,2022,D22,Other Criminal Code Violations,Other,37,21
28835,2023,D31,Controlled Drugs and Substances Act,Other,4,2
28836,2021,D32,Other Criminal Code Violations,Other,21,12
28837,2015,D11,Crimes Against Property,Break & Enter-Other,1,1
28838,2017,D31,Crimes Against the Person,Robbery-Other,47,15
28839,2020,D55,Crimes Against Property,Fraud,32,4
28840,2016,D13,Crimes Against the Person,Robbery-Financial,1,1
28841,2019,D32,Crimes Against the Person,Attempt Murder,2,2
28842,2018,D32,Crimes Against Property,Other,1,1
28843,2019,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2
28844,2018,D51,Criminal Code Traffic,Other,3,3
28845,2020,NSA,Crimes Against Property,Auto Theft,28,2
28846,2017,D12,Crimes Against Property,Theft Under $5000,82,28
28847,2014,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
28848,2023,D22,Crimes Against Property,Break & Enter-Apartment,12,5
28849,2015,D14,Crimes Against Property,Other,84,27
28850,2020,D13,Crimes Against Property,Auto Theft,11,1
28851,2018,D12,Other Criminal Code Violations,Other,120,113
28852,2022,D55,Crimes Against Property,Break & Enter-Commercial,12,4
28853,2017,D43,Crimes Against the Person,Robbery-Other,44,22
28854,2017,D41,Crimes Against Property,Break & Enter-House,25,9
28855,2015,D14,Crimes Against the Person,Assault,124,87
28856,2020,D41,Crimes Against the Person,Assault,166,100
28857,2016,D42,Crimes Against Property,Other,78,21
28858,2023,D11,Criminal Code Traffic,Other,7,6
28859,2016,D13,Crimes Against Property,Break & Enter-House,7,4
28860,2015,D14,Crimes Against Property,Break & Enter-Apartment,18,8
28861,2020,D23,Crimes Against Property,Theft Under $5000,301,33
28862,2016,D33,Criminal Code Traffic,Other,2,2
28863,2015,D11,Crimes Against Property,Theft Under $5000,170,52
28864,2014,D33,Controlled Drugs and Substances Act,Other,6,6
28865,2019,D22,Criminal Code Traffic,Other,8,8
28866,2022,D52,Controlled Drugs and Substances Act,Other,4,2
28867,2020,D52,Crimes Against the Person,Other,28,18
28868,2023,D41,Crimes Against the Person,Robbery-Other,28,12
28869,2018,D43,Crimes Against Property,Auto Theft,12,2
28870,2023,D55,Criminal Code Traffic,Other,14,14
28871,2023,D53,Criminal Code Traffic,Other,11,10
28872,2015,D53,Other Criminal Code Violations,Other,1,1
28873,2023,D32,Other Criminal Code Violations,Other,27,20
28874,2019,D23,Crimes Against the Person,Robbery-Other,55,26
28875,2022,D14,Crimes Against the Person,Sexual Violation,1,1
28876,2023,D32,Criminal Code Traffic,Other,7,7
28877,2015,D52,Crimes Against Property,Fraud,2,1
28878,2019,D32,Crimes Against the Person,Sexual Violation,5,3
28879,2019,D43,Crimes Against Property,Fraud,87,13
28880,2021,D52,Crimes Against the Person,Assault,117,73
28881,2015,D22,Crimes Against the Person,Assault,145,94
28882,2017,D55,Other Federal Statute Violations,Other,1,1
28883,2022,D23,Other Criminal Code Violations,Other,10,10
28884,2022,D55,Criminal Code Traffic,Other,2,2
28885,2014,D11,Crimes Against Property,Auto Theft,15,3
28886,2017,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
28887,2014,D13,Crimes Against the Person,Other,9,4
28888,2016,D32,Controlled Drugs and Substances Act,Other,7,6
28889,2019,D14,Crimes Against Property,Other,99,24
28890,2015,D32,Crimes Against the Person,Sexual Violation,6,1
28891,2021,D33,Criminal Code Traffic,Other,29,25
28892,2021,D42,Crimes Against the Person,Assault,91,56
28893,2019,D13,Crimes Against the Person,Attempt Murder,1,1
28894,2014,D31,Crimes Against Property,Other,15,9
28895,2019,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,1
28896,2020,D32,Crimes Against Property,Theft Under $5000,58,7
28897,2015,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
28898,2020,D55,Controlled Drugs and Substances Act,Other,9,9
28899,2016,D42,Crimes Against Property,Theft Over $5000,9,1
28900,2021,D55,Other Criminal Code Violations,Other,33,32
28901,2023,D55,Crimes Against the Person,Other,23,17
28902,2022,D51,Crimes Against Property,Auto Theft,8,1
28903,2019,D11,Other Criminal Code Violations,Other,77,72
28904,2016,D53,Crimes Against the Person,Assault,36,30
28905,2022,D23,Criminal Code Traffic,Other,6,6
28906,2016,D53,Crimes Against the Person,Attempt Murder,2,2
28907,2017,D32,Crimes Against the Person,Robbery-Other,14,4
28908,2016,D22,Crimes Against Property,Theft Under $5000,115,19
28909,2015,D51,Controlled Drugs and Substances Act,Other,27,26
28910,2018,D22,Crimes Against the Person,Robbery-Other,14,5
28911,2018,D41,Crimes Against the Person,Robbery-Other,13,4
28912,2023,D13,Crimes Against Property,Theft Under $5000,161,13
28913,2016,D22,Controlled Drugs and Substances Act,Other,13,12
28914,2019,D53,Crimes Against the Person,Robbery-Other,24,10
28915,2022,D14,Crimes Against Property,Theft Under $5000,121,10
28916,2014,D22,Crimes Against Property,Theft Under $5000,125,15
28917,2019,D14,Crimes Against Property,Theft Over $5000,12,2
28918,2019,D43,Controlled Drugs and Substances Act,Other,13,12
28919,2020,D32,Crimes Against Property,Break & Enter-Commercial,10,1
28920,2019,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,26,23
28921,2018,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,2
28922,2014,D55,Crimes Against the Person,Robbery-Financial,1,1
28923,2016,D52,Controlled Drugs and Substances Act,Other,10,10
28924,2019,D41,Crimes Against Property,Other,170,63
28925,2020,D55,Crimes Against the Person,Sexual Violation,5,3
28926,2016,D22,Controlled Drugs and Substances Act,Other,9,8
28927,2022,D33,Criminal Code Traffic,Other,6,6
28928,2016,D14,Crimes Against the Person,Assault,8,3
28929,2022,D53,Crimes Against Property,Other,10,1
28930,2022,D13,Crimes Against Property,Theft Over $5000,4,1
28931,2016,D23,Crimes Against the Person,Assault,2,2
28932,2019,D53,Crimes Against Property,Auto Theft,13,2
28933,2014,D55,Other Federal Statute Violations,Other,3,3
28934,2015,D55,Crimes Against Property,Break & Enter-House,17,5
28935,2016,D14,Crimes Against Property,Other,26,9
28936,2014,D22,Crimes Against the Person,Assault,20,16
28937,2016,D33,Controlled Drugs and Substances Act,Other,4,4
28938,2015,D55,Crimes Against Property,Break & Enter-Apartment,23,13
28939,2014,D43,Crimes Against Property,Auto Theft,12,1
28940,2014,D33,Crimes Against Property,Theft Over $5000,7,1
28941,2019,D33,Crimes Against Property,Theft Over $5000,4,1
28942,2022,D12,Crimes Against Property,Break & Enter-Other,1,1
28943,2019,D33,Crimes Against Property,Theft Under $5000,174,43
28944,2018,D22,Crimes Against the Person,Sexual Violation,1,1
28945,2017,D33,Crimes Against the Person,Other,9,3
28946,2014,D22,Crimes Against Property,Fraud,21,5
28947,2014,D22,Crimes Against Property,Break & Enter-House,46,12
28948,2023,D53,Crimes Against Property,Break & Enter-Apartment,11,1
28949,2018,D55,Crimes Against the Person,Robbery-Other,16,12
28950,2016,D51,Crimes Against Property,Break & Enter-Other,12,2
28951,2023,D32,Crimes Against Property,Break & Enter-Other,5,2
28952,2017,D31,Crimes Against the Person,Other,16,8
28953,2015,D33,Crimes Against the Person,Other,2,2
28954,2019,D55,Controlled Drugs and Substances Act,Other,14,14
28955,2021,D43,Crimes Against Property,Break & Enter-House,5,2
28956,2018,D55,Crimes Against the Person,Robbery-Other,1,1
28957,2020,D13,Crimes Against Property,Fraud,43,1
28958,2014,D23,Crimes Against the Person,Sexual Violation,2,1
28959,2014,D31,Crimes Against the Person,Sexual Violation,33,18
28960,2020,D42,Crimes Against Property,Fraud,55,3
28961,2019,D43,Controlled Drugs and Substances Act,Other,1,1
28962,2021,D13,Crimes Against Property,Theft Under $5000,72,6
28963,2014,D43,Crimes Against Property,Other,96,44
28964,2019,D11,Crimes Against the Person,Assault,26,18
28965,2017,D52,Crimes Against the Person,Assault,128,88
28966,2014,D41,Crimes Against Property,Break & Enter-Other,12,2
28967,2014,D53,Crimes Against the Person,Sexual Violation,6,5
28968,2023,D51,Crimes Against Property,Break & Enter-Other,4,2
28969,2017,D14,Criminal Code Traffic,Other,4,4
28970,2020,D33,Other Criminal Code Violations,Other,2,1
28971,2017,D14,Crimes Against the Person,Robbery-Other,32,13
28972,2017,D32,Crimes Against Property,Theft Over $5000,17,3
28973,2016,D33,Crimes Against Property,Other,70,29
28974,2017,D12,Other Criminal Code Violations,Other,62,61
28975,2018,D22,Controlled Drugs and Substances Act,Other,6,4
28976,2021,D41,Crimes Against Property,Theft Under $5000,122,44
28977,2015,D42,Crimes Against the Person,Sexual Violation,3,2
28978,2021,D53,Crimes Against the Person,Robbery-Other,2,1
28979,2020,D22,Crimes Against Property,Other,35,10
28980,2021,D31,Other Criminal Code Violations,Other,1,1
28981,2019,D55,Crimes Against Property,Auto Theft,27,1
28982,2018,D42,Criminal Code Traffic,Other,5,5
28983,2019,D22,Crimes Against the Person,Other,52,41
28984,2021,D22,Crimes Against the Person,Robbery-Other,13,3
28985,2021,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
28986,2019,D11,Crimes Against the Person,Other,6,5
28987,2016,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2
28988,2014,D11,Crimes Against the Person,Other,22,9
28989,2022,D32,Crimes Against Property,Break & Enter-Commercial,23,1
28990,2015,D14,Crimes Against the Person,Robbery-Other,12,6
28991,2022,D31,Crimes Against Property,Break & Enter-Apartment,9,5
28992,2021,D42,Crimes Against Property,Fraud,51,3
28993,2015,D42,Crimes Against Property,Theft Under $5000,139,41
28994,2018,D32,Crimes Against the Person,Robbery-Other,4,1
28995,2016,D55,Controlled Drugs and Substances Act,Other,9,9
28996,2023,D12,Crimes Against the Person,Assault,130,95
28997,2020,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,16,13
28998,2014,D11,Crimes Against the Person,Robbery-Financial,1,1
28999,2022,D42,Crimes Against the Person,Sexual Violation,4,1
29000,2015,D41,Crimes Against Property,Fraud,115,35
29001,2018,D55,Crimes Against the Person,Sexual Violation,24,13
29002,2015,D55,Controlled Drugs and Substances Act,Other,23,23
29003,2022,D43,Criminal Code Traffic,Other,5,5
29004,2014,D53,Crimes Against Property,Fraud,30,16
29005,2016,D32,Criminal Code Traffic,Other,13,13
29006,2017,D51,Other Criminal Code Violations,Other,4,4
29007,2023,D12,Crimes Against Property,Theft Over $5000,10,3
29008,2018,D12,Crimes Against the Person,Assault,16,12
29009,2015,D42,Other Criminal Code Violations,Other,2,2
29010,2019,D53,Crimes Against the Person,Other,10,3
29011,2018,D23,Crimes Against the Person,Robbery-Other,14,5
29012,2017,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,15,13
29013,2022,D55,Crimes Against the Person,Other,11,6
